"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Sep 14 15:45:59 CST 2023","Thu Sep 14 15:46:27 CST 2023","27268","testcases.test_jsb_user","test_register","TestRegister","","","[case01] 验证安卓买家登录",""
